Optimal Portfolio Daily Returns,Minimum Variance Portfolio Daily Returns,Equally Weighted Daily Returns
0.0006038835184413484,-0.0005461083135455608,0.0016384565625000005
-0.002523797778746761,-0.0020529311097467894,-0.005614155500000001
-0.000969859193424762,0.0010203782661989316,0.0010373339374999996
0.00420479348494438,0.0002900937946048891,0.0041491201875
-0.0022495769563645753,-0.0009572867921017341,-0.0036105476249999996
0.00045420698162612454,-0.0003615771769891572,-0.00039618093750000015
-0.0029736704942247413,0.0025335260355592412,-0.0084551005
0.007772343921954507,0.0015729693260435867,0.004901428062500001
-0.006511536484651006,0.0013057703389507856,-0.014492212312499999
-0.002487602729937189,-0.0015267763281329033,-0.00323596425
-0.0006310663107250596,-0.002411613144920711,-0.001434003
0.00515558269845939,5.479681210674402e-05,0.013721764375
-0.00019526947908557517,-0.0003772293868566754,0.00107257791875
0.006324233236240803,0.00019236088585318652,0.009551749875
-0.005369712295653554,0.00011974538374578893,-0.00595915575
0.002688518739331725,-0.0002847895519446869,0.006942828250000001
-0.00045109479766382386,0.0018085529182794223,-0.0032024966874999996
0.0016271497427883083,-0.00011555556824794874,0.007515876812499999
0.010571101540186036,0.004146595803534891,0.010358418437500001
0.0008379220702857775,-0.0009006408534040112,0.0026104241875
0.006950911649314489,0.0008495774888052074,0.0065789488125
-0.003194007881930449,-0.0029485958727968136,-0.0010638200625
-0.0048126765135887584,-0.0002085202043231103,-0.010598886
0.0017757173219631974,-0.002854247199328773,0.00462884825
-0.004476781906932173,0.0020561611739027055,-0.007299698562499999
0.0020398963125546656,-0.0002408236998640615,0.006438598375
-0.0005828348757176886,0.00014603302021658248,0.002962304375
0.0005108164159877858,0.0016144433541327363,0.0005914676249999998
0.0049692907195684885,-3.496771041767424e-05,0.014932242000000002
0.003489539478456882,0.001429352397253063,-0.0010937415625000002
0.0019235242992142177,-0.0011872944005507494,0.004540991125
-0.0011025909837804957,0.0014531686441238375,-0.0007918342500000002
-0.002313876874229978,-0.0003399846152558805,-0.0031542891875
0.002879265974631512,0.0018640292066658562,0.0005357171874999999
-0.0003510002668581756,0.00024427537917444137,-0.0044747464375
-0.0008481111097042599,-0.00018652330968282904,0.00019520587499999997
-0.004895810079001197,-0.0018023072623536223,-0.0036072528124999996
0.007066588225267621,0.0022605789173757935,0.0091484346875
0.002394150059116796,-0.000665249278661046,-0.005782212375000001
0.0009208215933376976,0.00014277908731340824,0.003847847125000001
0.005892501770845042,-0.0015124695087828227,0.0066916316875000005
-0.0025057549351523286,-0.0016788477309169077,-0.001799827
-0.0007252315882174628,0.0024371959184986743,-0.0036954108124999992
-0.005905800980652637,0.0010723669042045098,-0.0059412005624999995
-0.010036112829538625,0.0002775449378154606,-0.005803130125
0.0039202644603428104,5.990895515425187e-05,0.0031202156874999996
-0.0015297338700448854,-0.0005832836566803576,0.006833669937500001
0.0016929336990388977,-0.0017866559974011429,-0.0009665113125000001
-0.0013882249100973828,0.0014401239768484309,-0.0017289251875000002
-0.006231956401415894,-0.002737091127269328,-0.0063877549375
-0.0029930941860746383,-0.0011698347165205892,-0.0043899333125
-0.005370145210556402,-0.00013060452043410302,-0.00669665125
0.010818589106042246,-0.0003491161405140097,0.014406014437500001
-0.0016615064902978614,0.00011538880780505127,0.0015723831875
-0.006346740772062073,-0.0016965099484111444,-0.005363746
0.00043913668453577455,0.0007355281405042526,0.00040431125000000033
-0.0007282567916231761,-9.335823902174788e-05,-0.00022789356250000004
0.006697028781877315,0.0009975078064474348,0.0050641848125
-0.0027397695284496868,0.0008825253512501223,-0.0030047951249999997
-0.004559366288917828,-0.00271890830692037,-0.0040534360625000005
0.0012909010533818169,-0.0020965237028764756,0.002103270875
-0.003546210403524051,-0.000647718214528192,-0.002740129375
-0.0025997691238338737,0.001075711747087074,-0.0026937508125
0.0015963417570590845,-0.0008390963596766126,0.002193008
-0.005177526067743372,-0.0007481155175300808,-0.005042619312500001
0.0052639777035529455,0.00497350000158493,0.0022645271875
-0.0011705233053012573,-0.0005764970667461239,-0.0039690471875
0.00756499339849284,-0.00030133869151453217,0.006035428999999999
0.004987425263275307,0.001128122231707368,0.0015971428750000002
-0.0009897716843892612,-0.000461254087930157,0.0006524103125
0.0024835846245719762,0.00043102587476120084,0.0004298671874999999
-0.0037519375376630034,-0.00028638896706237576,-0.004109923875
0.0022083783687832565,0.002380722660705365,0.000667729375
-0.0006074639296923324,0.0004117551362437309,-0.0014678100812500002
0.006327137647884066,0.0003976989509695165,0.005276836625
0.008076228848494746,-0.0002362709687808223,0.012144941125000001
-0.0008526971354578666,-0.0002146148262433028,0.000675971625
0.001966224336295266,-0.00032527585115001725,-0.0033056527499999997
0.0019117522685146416,-0.0016626530067661177,0.0028655951875
-0.00018390305900357136,-0.0013849562102772868,0.004179847875000001
0.006129798228294697,0.001142909458375226,0.009833465
0.0005083960235398297,-0.00256413076759498,0.0028039501875000003
-0.0028956192748122683,0.00011153807172890044,-0.0015185663125
-0.001025078633406529,-1.2055760586190565e-05,0.0015366824999999999
0.003969755074773821,0.001875663143931007,0.003798753375
0.0003590309550253821,0.0006752709622070762,0.0011109118124999998
0.0019734940305125423,0.0004239808470825703,0.0010248187499999999
-0.004932219181082514,0.0001698124319217864,-0.006764105937500001
-0.0028188155171025003,0.0006371746030526719,-0.0042242250625
-0.0011675005589388652,9.506629250870138e-05,-0.0016228577499999997
-0.00020901181577356013,0.00014111705186215363,0.0037462983124999997
-0.002056624395843242,-0.0011695088211173608,0.002936937
0.0011090187925283925,0.0012352708412905157,0.0016197959375000002
0.004208897454253903,3.6726132073507296e-05,0.002387553875
0.003175200902249883,-0.0002722482005735416,0.0014463196875
0.00409155677183763,-0.001116923239994562,0.0038322949999999995
-0.007955138167181863,-0.002217601802203083,-0.0037992456875000006
0.012988603407713222,0.00199268385513608,0.0015709793125
0.0010430995229608778,-0.003041680340429777,-0.004837562125
-0.010885513928154109,-0.0005957538910354982,-0.005356851625
0.001061191755146639,0.00024503176307788933,0.0011087789375
-0.0004196103419792808,0.00020206519341201868,-0.00046316837499999993
0.013112307993525786,7.100138823481041e-05,0.008251631125
0.004560369336420069,-0.0023164419561301796,0.004196719999999999
-0.0018952058896814635,-0.002846677731132229,0.006011267937499999
-0.0014213438616317976,-0.00012628019929186452,-0.0030165661250000004
-0.006953610180764312,-0.0011280491551837319,-0.011705287125
-0.005092589585617369,-0.0009980319325045388,-0.00346981575
-0.0010076984712834294,0.0008583651306427707,-0.0058030075625
-0.002118905985009757,0.0005027557436011069,0.007572546812500001
0.0038428702188576407,-0.0009263355793858469,-0.00220124675
-0.0010610310301512904,0.0012490468852718747,-0.0027994330624999996
-0.005861635861111229,0.0012096681236803677,-0.00031137431250000016
0.005666630857878374,0.0010826570884410658,0.004715338625
-0.002901646203969253,0.00011067679492204581,-0.0029465593125
0.001826655281662318,0.001908004944380176,0.0016000550625
0.00046844485301549693,-0.000392263602351311,0.00183829375
-0.007052073192150262,0.0007053671409368049,-0.010958665937499999
-0.0027025922025667648,0.002684317632706935,-0.0075649048749999994
-0.0004146672411065649,0.0009989151654580131,-0.0031321254375
0.000750895534638358,0.0005259580980074162,0.0023311255
-0.005524404640831945,4.195608011974407e-05,-0.0045335855
-0.001246917655344551,-0.0014191370173958608,0.00029646275000000117
-0.005614130676098614,-3.582674323368887e-05,-0.004275195625
0.00038604421805409306,-0.00014260881703163713,0.0049190563125000005
0.004715284448806305,0.00024009091809910465,0.0079225246875
-0.0005258656499501518,-0.001382989918931623,-0.00025840687500000006
0.004227699976460823,-0.0004808630939928593,0.005136165937499999
0.00540572132806383,0.0018059921005735152,0.007128869125
0.004205869845429762,-0.00033818476416631904,0.005076551437499999
-0.002711020355180939,0.0006615094028041813,-0.0032720310625
0.004457730124083202,0.0014985780037639388,0.0044285915000000006
0.001973480004500461,-0.00017471874607461688,0.0031569938125000003
0.004064926054461085,-1.9854497736497393e-05,0.00394354225
-0.003666258502374611,-0.0005717173733687294,-0.0062126825625
0.002588559291269046,0.0006098032034606632,0.0017983903125000002
0.005306230952203343,0.00022310012132846117,0.005232210875
-0.0017841332365409776,-0.0005655967381701509,-0.0002653278125000001
-0.0007402112179315838,-0.00020099040673517236,0.0039377185625
0.008043036188833091,0.0010033698749330354,0.0013369168124999998
0.0009712451937888577,0.00033683707345221565,0.0020071955625
-0.008876206623295687,-0.0010471005958394607,-0.004303087875
-0.0014338230770799148,-0.0023904240269966093,-0.0005515072499999999
-0.004452810292526546,0.001032356652151249,-0.005651767750000001
0.0037795018938958343,-0.0007236690746545326,0.0045545889374999995
0.008110084568636423,-0.0017118825495900725,0.007458057562500002
-0.004546992274832286,-0.001332439630014868,-0.0072126709999999995
0.005478370314087177,0.0011510902233172727,0.0055096498125
-0.0017470566833064649,-0.00039513235307772957,-0.0063824760625
0.0024774717963629536,-0.0021544424638108898,-0.00022764537500000003
-0.0028027772866976277,0.0002884471283809737,-0.0035464334375000005
-0.0005154637215730025,-9.138879200164816e-05,-0.00031859156250000004
-0.003720775553712673,-0.0010999561387835073,-0.007827107
0.0036653816881424715,0.0003420920671045639,0.0094063248125
0.011817657026771561,0.0008529596646477803,0.0168105820625
-0.0022645777935471284,-0.0015427133056136256,-0.002963627
0.006539731826193273,0.002034185233002704,0.006525368
0.0010413246862907048,-0.0023692604528818455,-0.0015140103750000001
0.004275079286430318,0.0020251443095675933,0.0009704085625
0.006371276624993866,-0.0005056639793788028,0.004606459625
0.00010525921582766251,0.0003199281768283852,0.004307691125
0.0033326560802041483,0.0007775055781225318,0.0026874965625000003
-0.0007923975139152565,0.002053766741695397,-0.0010015104375
0.00419048728905083,0.0018462400212906067,0.0008670963125
-0.0043677263801238505,-0.0005798901822538162,-0.0028049233125
-0.00021033389567104432,-0.0012184135554163123,0.0030704851250000003
0.0016918702506507535,0.002126381332932208,0.0047027091875
0.002190737793047747,0.00011376427647982463,0.00279880475
-0.003830910541634474,0.00044979593146430186,-0.000999259625
0.004191078816384345,7.857813123018714e-05,0.0045529030625000005
-0.0014757922980193825,-0.0027610789981102595,0.0022746263124999995
-0.003132882775093277,-0.001723491861173519,0.0005316575625
0.005335863353113138,5.9107273007319634e-05,0.00018852931249999978
3.563253714487682e-05,0.0007241287705363705,-0.0036974850625
0.0011936852147421007,0.0011401605857914814,-0.0035411910625000004
0.0008733107996702848,-0.0011595420276061168,0.0036768268750000006
-0.00680541100324784,0.0010917125265117221,-0.009218483625000001
0.004430755083572074,0.00016325033231559972,0.005104039687499999
-0.0014005507932712035,0.0010260563843248979,0.0007226511875000002
-0.0027508009863894366,-0.0008101446453680973,-0.0027859485625000005
0.004082088557797584,-9.981166775865354e-05,0.0007272914999999999
0.0020595716255335204,-0.0010399672312786214,-0.0010817188125
-0.0014128983634706825,4.6664149977121446e-05,-0.0007931574374999999
0.00046211438668918416,-0.0002953226521487988,0.003923519125
0.0028323813744254626,0.002178194916760956,0.0015228274374999998
-0.0031026768404794555,-0.000946575979204393,-0.0019929443125
0.0023819449770483424,0.0004904646115946914,0.007686063187500001
-0.0004920041568327806,0.00011154171362311237,-0.0030497705624999995
-0.005277858683790632,0.00026669222991054304,-0.0032205469375000003
0.0034494764451694646,0.001413487451839104,0.0047360281875000005
-0.0038008446596039993,0.001017146122421168,-0.0069797537500000005
0.0024413553413058743,0.0008461742253730246,0.0033733754375000003
0.005752003706883515,0.00153404330441596,0.0057487241875
0.0017196808446727533,0.0012486234329479261,0.0012201324999999996
0.004780068718307994,0.00020274250402139776,0.003834142
0.0011136641075183945,-0.0008687403846654615,0.0031002426249999997
0.004500148049839454,0.0009340243546843115,0.0045721408125
-0.0034490416562776537,-0.0011636853323334037,-0.002181647625
0.0021137293956880617,-0.0006000863575806511,0.0008738199375000003
-0.0033030499970543963,-0.0019342442220320337,-0.0012591625625
0.00046697845599046625,-0.00020857502049856412,-0.00022911800000000005
-0.0005987088301726941,0.0013291624818786386,-0.002713792375
0.0008956255138351801,-0.0004942234275417084,-0.0004335173749999999
0.002166659133450528,0.0003018375018905526,0.001305272625
0.0011412397346901174,3.9844338576130924e-05,-0.003751554562500001
-0.0031431716123742548,0.0001900029510307208,-0.0026183996874999996
0.0035147471807572108,0.0011367616748872282,0.001793588375
-0.0012171986463490993,-0.0008336372213539701,0.0021985958125
-0.001195226766749911,-0.0004130444143221958,-0.0038485220625
0.0037892596303792966,0.0015803019646461643,0.004997868
0.0006415529975856177,0.0003272819874452524,-0.0012212077500000002
0.0016980102649895577,0.0007203496390115317,0.006576634875
0.0024679465089511477,0.0010108937776613517,0.001954807125
0.0035429697463543533,0.001177494242339611,0.0017613128125000003
-0.0015271113037684048,0.000797615435278792,-0.00037510868750000005
0.0010348516099737914,0.0005138433934942804,0.0033663609374999996
0.004527973293320405,-0.0005618453727503382,-0.0012215141249999997
0.004981789654729882,0.001429625842591523,0.0051868196875
0.000525568943424749,0.0014850173247476313,-0.000518357125
0.00032894101383880957,-0.0008636222412653475,0.0024721078750000007
0.00458342045979807,-0.0003866278948406254,0.0007121564375
0.005799979805570032,-0.0010735578986140405,0.007848501812500002
-0.0030496323474984675,0.0006182255918022749,0.0012826995000000002
-0.001970455499612351,0.0007203270819842563,-0.0022889873750000004
-0.006423277961743239,-0.00136271737065511,-0.0119245265625
0.00611616704751455,0.0020505946734452694,0.0092566608125
-0.0011393956815641127,-0.0014256298059748557,-0.005020153125
-0.01254305997483717,-0.001356701257169275,-0.006714801062499999
0.013375611741343071,-0.00035853889700934597,0.007491822125000001
0.005059175566622666,0.0014528186227615078,0.0023795526874999997
